Timestamp,UserID,Event Name,UUID,Param/redBulletsFired,Param/totalTimesPlayerHasSwitched,Param/timesPlayerHasSwitched
6/11/2023 19:28:21,NULL,TimesSwitched,7b1b3477ab2edb364f7aeed8d0535440,,,3
6/11/2023 19:28:31,NULL,TimesSwitched,5f03da4ccd8c1151f28f90928610421d,,,1
6/11/2023 19:28:32,NULL,TimesSwitched,cc01700a9040e73a4db4f017bbb9df92,,,2
6/11/2023 19:28:48,NULL,TimesSwitched,599140dca42e1c868af1ce1197851de8,,,1
6/11/2023 19:29:34,NULL,TimesSwitched,237c5163af7b16a5ba57fb0c5c01c5e4,,,1
6/11/2023 19:29:48,NULL,TimesSwitched,6019be179ca7b4b961448c1adbfbed1c,,,2
6/11/2023 19:29:50,NULL,TimesSwitched,d1cd9902a6aeea87cccffbfead572cc1,,,3
6/11/2023 19:30:33,NULL,TimesSwitched,c0daaeb5fc60e6baa1242ec7cb38c9a8,,,1
6/11/2023 19:30:38,NULL,TimesSwitched,eae9eaec5cc634eca99affba7ee796ae,,,2
6/11/2023 19:30:39,NULL,TimesSwitched,29e1d8b87d86f5d15f65bf4b1589774f,,,3
6/11/2023 19:30:40,NULL,TimesSwitched,113ff9d45b1e8950519eb04f49bd4b40,,,4
6/11/2023 19:30:41,NULL,TimesSwitched,8649719e45c36628d9c06922eb474a6d,,,5
6/11/2023 19:30:42,NULL,TimesSwitched,dcd55c4e78026b80af761daf6d633249,,,6
6/11/2023 19:30:43,NULL,TimesSwitched,d21f1eea0be94400954981d44d4e348c,,,7
6/11/2023 19:30:45,NULL,TimesSwitched,179857d4b1fd987e21294b8a86d64b2e,,,8
6/11/2023 19:30:46,NULL,TimesSwitched,a4dcbb3525b65768054e8969e59b613e,,,9
6/11/2023 19:30:47,NULL,TimesSwitched,d0edb97a1e2b8ebc55f68ce400ea6d6d,,,10
6/11/2023 19:30:47,NULL,TimesSwitched,d0edb97a1e2b8ebc55f68ce400ea6d6d,,,11
6/11/2023 19:30:48,NULL,TimesSwitched,f45fe018383d1c198d221edbff719348,,,12
6/11/2023 19:30:49,NULL,TimesSwitched,f14d63562ca2559d8049b929018e5d77,,,13
6/11/2023 19:30:50,NULL,TimesSwitched,51091e98f6311b701c5bcb870e825a84,,,14
